demon	d_deleted	test	t_deleted	start
我在网上查不到什么资料啊	什么资料	你那边应该就是保洁的了	保洁的	7
她一个人带个孩子也蛮造业	一个人	它的副董是我的同学	我的同学	5
我今天有这么个想法	这么个想法	防晒霜只能管一定时间	一定时间	6
以前你是时尚达人	时尚达人	你今天什么安排	什么安排	3
我上个月去找他了	上个月	我刚才到超市买点调料有些没有了	点调料	7
我还有点佩服你师傅这样的人	你师傅这样的人	我说你哥的孩子	你哥的孩子	2
我会吸取你们滴教训滴	你们滴教训	那我这个星期不回去	这个星期	2
你能接受什么价位的	什么价位的	你操那心呢	那心	2
个人事情方面我觉得我没什么动力	什么动力	雨巷是总结过去的一种感情	过去的一种感情	5
我们这里要调试大屏幕用的	大屏幕	你那边应该就是保洁的了	保洁的	7
我们周二晚上还有女生节晚会	周二晚上	那我这个星期不回去	这个星期	2
你入市了几多钱	几多钱	你是本科生还是研究生呢	本科生还是研究生	2
你那边现在几点	现在几点	我真的不明白这其中的事	这其中的事	6
她安排了别的任务	别的任务	自己发自己的	自己的	3
情感的缺失给我造成不少的困扰	不少的困扰	这是他大厅	他大厅	2
你还有一个小时吧	一个小时	笨笨你什么时候放假啊	什么时候	3
恩我有现成的	现成的	这里晚上十一点了	晚上十一点	2
各有各的好吧	各的好	我就没有关心这个问题	这个问题	6
她昨天咳了一整晚几乎没睡	一整晚	个人事情方面我觉得我没什么动力	什么动力	11
你啥米专业	啥米专业	蜡烛两头烧	两头	2
你想多少人	多少人	我在抢专家号呢	专家号	3
他是知青子女正在读博士	知青子女	我路痴一个捏	路痴一个	1
我还是坐周晨那儿	周晨那儿	小弟弟最可怜才一个月	一个月	7
我只能找兼职的了	兼职的	这是一段对话	一段对话	2
他们也是这个时间	这个时间	我不再是以前的我	以前的我	4
提前批好像是公安之类的	公安之类的	你给我说你什么时候有时间	什么时候	5
那我明早一大早打吗	明早一大早	我们换了新领导	新领导	4
我早上收到你短信了	你短信	书记今天下午回来	今天下午	2
那里有没有华人同事	华人同事	冲冲要做一个小手术	一个小手术	4
贪字头上一把刀	一把刀	你有什么打算吗	什么打算	2
排名啥时出啊	啥时	你要是个男的就好了	个男的	3
我真的不明白这其中的事	这其中的事	她现在就是属于她男人的	她男人	7
现在我只加了电子病历的	电子病历的	大雪在圣诞的时候	圣诞的时候	3
编译出啥问题了	啥问题	你有什么文艺啊	什么文艺	2
主专业不是我们学院就是学校的	我们学院	你什么时候填志愿啊	什么时候	1
我可能是周六早到	周六早	你就算是好男人呢	好男人	4
你有什么经验没	什么经验	我还得赶点东西	点东西	4
这是一这是原则问题	原则问题	右边的是我同学	我同学	4
我可能是周六早到	周六早	这是原版的	原版的	2
他是退工资的吧	工资的	你有什么打算吗	什么打算	2
他们在做大事情	大事情	你说模块上的接口吗	模块上的接口	2
这就是贫富差距的显现	贫富差距的显现	你有什么文艺啊	什么文艺	2
雇主雇员应订定暴雨下工作守则	暴雨下工作守则	反正我觉得自己是这样的	这样的	8
那你考虑哪些方面啊	哪些方面	这个也是要计算机专业的吗	计算机专业的	5
这是谁的主意啊	谁的主意	你不在一早上了	一早上	3
你有铁饭碗就好好珍惜吧	铁饭碗	访问学者能搞个球	个球	6
这个能不能加点内容	点内容	他们住一楼	一楼	3
这个啥意思	啥意思	他是换全新的	全新的	3
额我不是这个意思哦	这个意思	你啥时候走	啥时候	1
你啥时候走	啥时候	她现在就是属于她男人的	她男人	7
我知道那个地方	那个地方	蜡烛两头烧	两头	2
我去了膜拜一下你们的教材	你们的教材	女性撑起半边天	半边天	4
外部压力是内部调整的机遇	内部调整的机遇	个人事情方面我觉得我没什么动力	什么动力	11
男人不是女人的全部	女人的全部	排名啥时出啊	啥时	2
我先看看检查结果	检查结果	我造个复印件还行	个复印件	2
我今年年初开始也白头发了	今年年初	要不然谁知道怎么回事	怎么回事	6
男人不是女人的全部	女人的全部	我先洗把脸你忙会儿	把脸	3
我明后天再给教练长打电话	明后天	贪字头上一把刀	一把刀	4
这就是相声小品的文件	相声小品的文件	这就是贫富差距的显现	贫富差距的显现	3
他是纯爷们	纯爷们	呀你啥时候发的啊	啥时候	2
只是个人没什么好处	什么好处	他们这几天可能去我小姨那里了	我小姨那里	8
我不是冷血动物	冷血动物	这样我会有心理负担	心理负担	5
他问咱有免税政策嘛	免税政策	咱们怎么个行程啊	怎么个行程	2
这是谁的主意啊	谁的主意	我懂他的意思	他的意思	2
我那没有那些康乐消费	那些康乐消费	我们公司在搞什么二十周年庆	什么二十周年庆	6
东方是什么职务啊	什么职务	网上有房型图	房型图	3
游戏叫啥那时候	那时候	他知道这个事	这个事	3
化疗很伤害正常就细胞	正常就细胞	你真不知道男孩女孩啊	男孩女孩	5
我只听过他家的卸妆油	他家的卸妆油	我买了挺多肉丸的	挺多肉丸	3
你今天什么安排	什么安排	你的手套还在我这里	我这里	6
要不我还是周三周五去吧	周三周五	你在哪呆多长时间啊	多长时间	4
我都得耻骨联合分离症了	耻骨联合分离症	你看社区地图	社区地图	2
你什么时候填志愿啊	什么时候	我们没有初稿这一说	初稿这一说	4
这是最好情况哈	最好情况	这是一段对话	一段对话	2
主专业不是我们学院就是学校的	我们学院	你啥时来	啥时	1
我那时候也有	那时候	其实穷也是一种幸福	一种幸福	5
那你竟物业科吗	物业科	她也是放弃了孩子的上课	孩子的上课	6
我造个复印件还行	个复印件	我先洗把脸你忙会儿	把脸	3
编译出啥问题了	啥问题	我跟我同事一起弄她的店	她的店	8
他问咱有免税政策嘛	免税政策	很多厂家也会做甲方的工作	甲方的工作	7
咱部催台上道具什么的	台上道具什么的	咱俩差不多同时能解脱	差不多同时	2
我提供电子版的	电子版的	那我这个星期不回去	这个星期	2
你有什么经验没	什么经验	呵呵这是你初恋吗	你初恋	4
我都是用网络硬盘的	网络硬盘	自己发自己的	自己的	3
那你还要寄送什么推荐信	什么推荐信	你的光环是你自己的	你自己的	5
伟大哥待会儿再带盒熏鱼	盒熏鱼	我今天有这么个想法	这么个想法	4
孩子们去同学家过生日去了	同学家	那你请啥假	啥假	3
你昨儿个晚上又做贼去了	昨儿个晚上	你们是开发商还是营销策划	开发商还是营销策划	3
冲冲要做一个小手术	一个小手术	最好我们以后能在一个编辑室	一个编辑室	8
蜡烛两头烧	两头	我姐姐说她都这把年纪了	这把年纪	6
我们住哪个酒店	哪个酒店	最多你是多买一个保险	一个保险	6
这恰恰说明了应试教育的好处	应试教育的好处	送礼也是个技术活	个技术活	4
我有个重要问题那里有没有厕所	个重要问题	你给我报个价吧	个价	4
你们是开发商还是营销策划	开发商还是营销策划	你回来不写比赛材料吗	比赛材料	5
你在哪个中介啊	哪个中介	它和启明是一个概念	一个概念	5
这我不是满懂事怎么个搞发	怎么个搞发	我之前有认识另外一位医生	另外一位医生	6
我有个重要问题那里有没有厕所	个重要问题	我早上收到你短信了	你短信	5
那个男生很有你当年的感觉	你当年的感觉	你在哪个中介啊	哪个中介	2
我可没那个耐心了	那个耐心	这个交通标识是什么意思	什么意思	7
你有什么经验没	什么经验	那你就吃点饭打发一下时间嘛	点饭	4
我周四晚火车	周四晚	我就没有关心这个问题	这个问题	6
我觉得就是说你有的时候就	有的时候	我还是坐周晨那儿	周晨那儿	4
但是公司有营销策划部门	营销策划部门	伟大哥待会儿再带盒熏鱼	盒熏鱼	8
你在外面问的什么价格啊	什么价格	学院近期是要进行大规模调整	大规模调整	8
你打下我电话吧	我电话	我们每个人买了一个新秀丽的箱子	一个新秀丽的箱子	7
交流有些障碍了啊	些障碍	我也是去看看学校和环境的	学校和环境	6
右边的是我同学	我同学	你头像怎么是黑的	黑的	6
小孩教育真是一门大学问	一门大学问	这都不是我的号我换手机号了	我的号	4
他在哪个城市啊	哪个城市	你中午回家吃点药吧	点药	6
现在我只加了电子病历的	电子病历的	这里有个天伦不不孕不育医院	个天伦不不孕不育医院	3
我跟隔壁的用的一根网线	一根网线	这个也是要计算机专业的吗	计算机专业的	5
我今天在改回程的票	回程的票	我先看看检查结果	检查结果	4
蜡烛两头烧	两头	你有宽胶带吗	宽胶带	2
你是骨科的吗	骨科的	我可能是周六早到	周六早	4
你看我的签名	我的签名	以后人类也是转基因的了呢	转基因的	6
伟大哥待会儿再带盒熏鱼	盒熏鱼	恩我正在订机票酒店什么的	机票酒店什么的	5
要不我还是周三周五去吧	周三周五	现在你用什么模块	什么模块	4
她是个行政的主任	个行政的主任	我哪有什么关系	什么关系	3
我现在给你填写答辩决议呢	答辩决议	他们给我推荐了一个童言国际	一个童言国际	7
我不知道他们邮箱	他们邮箱	你给我报个价吧	个价	4
我去年一年没有存到钱哦	去年一年	你就看请求那里	请求那里	3
你可以加我人人	我人人	很多厂家也会做甲方的工作	甲方的工作	7
我怎么觉得我有点晚睡强迫症	点晚睡强迫症	雨巷是总结过去的一种感情	过去的一种感情	5
自己处理点自己的事情	点自己的事情	我路痴一个捏	路痴一个	1
她前一段时间在幼儿园打工	前一段时间	预产期什么时候啊	什么时候	3
我也要试试这个机构才行	这个机构	我查下这里的时间	这里的时间	3
我也是去看看学校和环境的	学校和环境	你看什么稿子啊	什么稿子	2
他们这几天可能去我小姨那里了	我小姨那里	我周日晚上走	周日晚上	1
那个男生很有你当年的感觉	你当年的感觉	我今天下午困死了	今天下午	1
战争什么时候结束	什么时候	游戏叫啥那时候	那时候	4
你给我报个价吧	个价	那你还是打印电子版的吧	电子版的	6
你说你们这届的	你们这届的	我有你的啊	你的	2
他一般不参加我的活动	我的活动	要不我还是周三周五去吧	周三周五	5
我不太好去她家做菜	她家	时间一定要这个时候吗	这个时候	5
你啥时候调去的	啥时候	那你寒假什么打算	什么打算	4
那只是一方面	一方面	我不再是以前的我	以前的我	4
这样我会有心理负担	心理负担	呀你啥时候发的啊	啥时候	2
那你寒假什么打算	什么打算	土地基金增强特区财政储备	特区财政储备	6
