demon	d_label	d_deleted	d_node	d_parent	test	t_label	t_deleted	start	t_node	t_parent
But its surprising progress so far holds important lessons for companies in trouble	But its surprising progress so far holds important lessons for	companies in trouble	NP-D4-N3	PP-D3-N1	Their effort has received a lukewarm response from the Justice Department	Their effort has received a lukewarm response from	the Justice Department	8	NP-D4-N4	PP-D3-N2
Books and tapes all over my room	Books and tapes	all over my room	PP-D1-N1	NP-D0-N0	The scientists have experimented on the tiny neck arteries of rats	The scientists have experimented on the tiny neck arteries	of rats	9	PP-D5-N1	NP-D4-N1
One ad features a huge robot carrying a voluptuous woman in a faint	One ad features	a huge robot carrying a voluptuous woman in a faint	NP-D2-N3	VP-D1-N1	The Senate will probably vote not long afterward	The Senate will probably vote afterward	not long	5	NP-D4-N0	VP-D2-N4
The pilots were meeting outside Chicago yesterday	The pilots were meeting yesterday	outside Chicago	PP-D3-N1	VP-D2-N3	Continental Air replaced its top executive for the sixth time in as many years	Continental Air replaced its top executive	for the sixth time in as many years	6	PP-D2-N4	VP-D1-N1
The screen was a sea of red	The screen was a sea	of red	PP-D3-N1	NP-D2-N3	Japan is a major target for the Soviets	Japan is a major target	for the Soviets	5	PP-D3-N1	NP-D2-N2
She held her fire with her first production at the Trinity earlier this season	She held her fire with her first production at earlier this season	the Trinity	NP-D5-N4	PP-D4-N1	He has too readily swallowed the case for the activist law school culture	He has too readily swallowed the case for	the activist law school culture	8	NP-D5-N3	PP-D4-N3
It was a Friday in June	It was a Friday	in June	PP-D3-N1	NP-D2-N2	Earnings of female workers were unchanged	Earnings were unchanged	of female workers	1	PP-D2-N1	NP-D1-N0
But the market turmoil could be partially beneficial for some small businesses	But the market turmoil could be partially beneficial	for some small businesses	PP-D4-N2	ADJP-D3-N1	Some funds are posting yields far higher than the average	Some funds are posting yields far higher	than the average	7	PP-D5-N2	ADJP-D4-N1
The thrift and the holders had suspended their lawsuits as part of the agreement	The thrift and the holders had suspended their lawsuits	as part of the agreement	PP-D3-N6	VP-D2-N4	Stock prices edged up in quiet trading Friday	Stock prices edged up Friday	in quiet trading	4	PP-D2-N4	VP-D1-N1
Both figures were record highs	Both figures were	record highs	NP-D2-N3	VP-D1-N1	He temporarily abandoned his search for the Reuters shares	He temporarily abandoned	his search for the Reuters shares	3	NP-D2-N3	VP-D1-N2
Even claims against individuals and companies face significant roadblocks	Even claims against face significant roadblocks	individuals and companies	NP-D3-N3	PP-D2-N1	The outlook for corporate earnings is fairly bleak	The outlook for is fairly bleak	corporate earnings	3	NP-D3-N3	PP-D2-N1
Lackluster returns are one reason	Lackluster returns are	one reason	NP-D2-N3	VP-D1-N1	Most sleep on the floor	Most sleep on	the floor	3	NP-D3-N1	VP-D1-N1
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	Its previous proposal had conditioned	rate limits on Seabrook operations and other contingencies	NP-D3-N1	VP-D2-N4	The state of New Hampshire has favored that plan	The state of New Hampshire has favored	that plan	7	NP-D3-N5	VP-D2-N3
The merger is subject to regulatory clearance and a definitive agreement	The merger is subject	to regulatory clearance and a definitive agreement	PP-D3-N1	ADJP-D2-N3	The market seems increasingly disconnected from the rest of the nation	The market seems increasingly disconnected	from the rest of the nation	5	PP-D3-N2	ADJP-D2-N3
The board expands to seven members	The board expands	to seven members	PP-D2-N3	VP-D1-N1	None of these chief executives were available for comment	None of these chief executives were available	for comment	7	PP-D3-N4	VP-D1-N1
Each company worries that the other is becoming too powerful and too vertically integrated	Each company worries that the other is becoming	too powerful and too vertically integrated	ADJP-D6-N1	VP-D5-N3	Now the Alley has moved ahead on both artistic and financial fronts	Now the Alley has moved ahead on fronts	both artistic and financial	7	ADJP-D5-N0	VP-D2-N4
He expects Citicorp to take a similar step this year	He expects Citicorp to take a similar step	this year	NP-D5-N2	VP-D4-N2	Sunbelt foreclosed on the ranch	Sunbelt foreclosed on	the ranch	3	NP-D3-N1	VP-D1-N1
In a porous wicker basket	In	a porous wicker basket	NP-D2-N1	PP-D1-N0	Many hairline cracks in the concrete slabs afterwards	Many hairline cracks in afterwards	the concrete slabs	4	NP-D2-N4	PP-D1-N1
But such skills were alien to Toni Johnson	But such skills were alien to	Toni Johnson	NP-D4-N1	PP-D3-N1	Reform starts in the Pentagon	Reform starts in	the Pentagon	3	NP-D3-N1	PP-D2-N2
Manville is a building and forest products concern	Manville is	a building and forest products concern	NP-D2-N2	VP-D1-N1	Each has an equal vote at the monthly meetings	Each has at the monthly meetings	an equal vote	2	NP-D2-N2	VP-D1-N1
It also licenses optically based data storage and retrieval devices	It also licenses	optically based data storage and retrieval devices	NP-D2-N3	VP-D1-N2	The coating segment also posted higher sales particularly in North America and Europe	The coating segment also posted particularly in North America and Europe	higher sales	5	NP-D2-N5	VP-D1-N2
He is a lawyer with a string of academic degrees	He is a lawyer with a string	of academic degrees	PP-D5-N1	NP-D4-N3	Shares of biotechnology companies in the area were also higher	Shares were also higher	of biotechnology companies in the area	1	PP-D2-N1	NP-D1-N0
There were many more	There were	many more	NP-D2-N2	VP-D1-N1	Industries in both countries have requested a speedup of tariff cuts on hundreds of products	Industries in both countries have requested	a speedup of tariff cuts on hundreds of products	6	NP-D3-N4	VP-D2-N3
Soon she was running the office	Soon she was running	the office	NP-D3-N1	VP-D2-N3	But Mexico urgently needs more help	But Mexico urgently needs	more help	4	NP-D2-N3	VP-D1-N3
Japanese companies have a caveat competitor attitude	Japanese companies have	a caveat competitor attitude	NP-D2-N3	VP-D1-N1	The Panamanian affair is only the tip of a more alarming iceberg	The Panamanian affair is	only the tip of a more alarming iceberg	4	NP-D2-N4	VP-D1-N1
Japanese government bonds showed little change	Japanese government bonds showed	little change	NP-D2-N4	VP-D1-N1	Peter Gumbel in Moscow contributed to this article	Peter Gumbel in Moscow contributed to	this article	6	NP-D3-N5	VP-D1-N1
The laws take effect next month	The laws take effect	next month	NP-D2-N4	VP-D1-N1	The announcement fueled speculation for future advances in the shares	The announcement fueled	speculation for future advances in the shares	3	NP-D2-N3	VP-D1-N1
Other network applications have very different goals	Other network applications have	very different goals	NP-D2-N4	VP-D1-N1	Scientists also are exploring memory and perception with the new machines	Scientists also are exploring with the new machines	memory and perception	4	NP-D3-N1	VP-D2-N3
Many funds allow investors to void orders before the close of trading	Many funds allow investors to void orders before the close	of trading	PP-D7-N1	NP-D6-N2	Peter Gumbel in Moscow contributed to this article	Peter Gumbel contributed to this article	in Moscow	2	PP-D2-N1	NP-D1-N0
Other mutual fund companies reported even lighter withdrawal requests	Other mutual fund companies reported	even lighter withdrawal requests	NP-D2-N5	VP-D1-N1	She was the child of relative privilege	She was	the child of relative privilege	2	NP-D2-N2	VP-D1-N1
She has also served on several task forces on acquired immune deficiency syndrome	She has also served	on several task forces on acquired immune deficiency syndrome	PP-D3-N2	VP-D2-N3	He said that the research team had no financial stake in the drug	He said that the research team had no financial stake	in the drug	10	PP-D6-N1	VP-D4-N1
The project has been in and out of the pipeline for more than a decade	The project has been for more than a decade	in and out of the pipeline	PP-D3-N1	VP-D2-N3	And the practice often varies from location to location even within a company	And the practice often varies even within a company	from location to location	5	PP-D2-N4	VP-D1-N3
The dispute was the subject of a Wall Street Journal article in August	The dispute was the subject	of a Wall Street Journal article in August	PP-D3-N1	NP-D2-N3	It suggests that households accumulate wealth across a broad spectrum of assets	It suggests that households accumulate wealth across a broad spectrum	of assets	10	PP-D7-N1	NP-D6-N2
Demand will come first from programming production companies and then from television stations	Demand will come first from and then from television stations	programming production companies	NP-D5-N2	PP-D4-N2	The charge on loans to depository institutions by the New York Federal Reserve Bank	The charge on by the New York Federal Reserve Bank	loans to depository institutions	3	NP-D2-N3	PP-D1-N1
Talk show hosts quickly change the topic	Talk show hosts quickly change	the topic	NP-D2-N5	VP-D1-N1	Most British programming is more of an acquired taste	Most British programming is	more of an acquired taste	4	NP-D2-N4	VP-D1-N1
Your story is an insult to the citizens of the Mississippi Delta	Your story is an insult	to the citizens of the Mississippi Delta	PP-D3-N1	NP-D2-N3	It was a jarring day for investors in Genetics Institute	It was a jarring day for investors	in Genetics Institute	7	PP-D4-N1	NP-D3-N4
The American Stock Exchange listed shares of two companies	The American Stock Exchange listed shares of	two companies	NP-D4-N2	PP-D3-N1	Yet these figures show only the most visible part of the problem	Yet these figures show only the most visible part of	the problem	10	NP-D4-N5	PP-D3-N1
The spinoff should solve a problem for the parent	The spinoff should solve for the parent	a problem	NP-D3-N1	VP-D2-N3	The report of the bankruptcy filing stunned Hollywood executives and investors	The report of the bankruptcy filing stunned	Hollywood executives and investors	7	NP-D2-N3	VP-D1-N1
